id,raw_title,description,price
1480,معطف&nbsp;أصفر&nbsp;مقاس&nbsp;&nbsp;&nbsp;S&nbsp;ماركة&nbsp;Gucci,Product description for معطف&nbsp;أصفر&nbsp;مقاس&nbsp;&nbsp;&nbsp;S&nbsp;ماركة&nbsp;Gucci,415.1
1481,Apple  BlackSunglasses   XL,,947.53
1482,PumaBlack   Jacket   XL,Product description for PumaBlack   Jacket   XL,608.85
1483,نظارات شمسية Purple   BackpackSize  M  Gucci,Product description for نظارات شمسية Purple   BackpackSize  M  Gucci,329.92
1484,Ray-Ban Pink   HeadphonesL,,632.6
1485,فستان   Purple  Shorts Size M   LG,Product description for فستان   Purple  Shorts Size M   LG,695.97
1486,جينز   PurpleSweater Size  UNKNOWN,Product description for جينز   PurpleSweater Size  UNKNOWN,69.99
1487,محفظة   بنفسجي  مقاسماركةUNKNOWN,Product description for محفظة   بنفسجي  مقاسماركةUNKNOWN,117.95
1488,BlueJacket,Product description for BlueJacket,
1489,سماعات أخضر   مقاس   L  ماركة,Product description for سماعات أخضر   مقاس   L  ماركة,938.3
1490,هوديوردي   مقاسOne Size   ماركة  LG,Product description for هوديوردي   مقاسOne Size   ماركة  LG,766.85
1491,حقيبة ظهر   PinkWatch  SizeS,,45.88
1492,جواربPinkShorts  Size L Puma,Product description for جواربPinkShorts  Size L Puma,746.72
1493,هاتف ذكي   بنيمقاس   ماركةZara,Product description for هاتف ذكي   بنيمقاس   ماركةZara,470.17
1494,Sony  Brown   SocksS,Product description for Sony  Brown   SocksS,343.25
1495,Prada Red Dress,Product description for Prada Red Dress,804.38
1496,PumaRedLaptop S,Product description for PumaRedLaptop S,600.42
1497,حقيبة&nbsp;&nbsp;رمادي&nbsp;&nbsp;&nbsp;مقاسXL&nbsp;&nbsp;&nbsp;ماركةRay-Ban,Product description for حقيبة&nbsp;&nbsp;رمادي&nbsp;&nbsp;&nbsp;مقاسXL&nbsp;&nbsp;&nbsp;ماركةRay-Ban,881.14
1498,SamsungPink   Laptop S,Product description for SamsungPink   Laptop S,248.43
1499,Red   Backpack,,391.57
1500,Zara   White   Jeans,Product description for Zara   White   Jeans,790.32
